UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_enc,ambient_temp_C,factory_load_pct
251,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,1,21.695580228324772,52.79827786310035
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,2,32.58930973527388,75.323055938354
253,L47432,L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,1,38.610780985063165,93.54452850133333
254,L47433,L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,1,33.16232630275574,60.67307580694844
255,L47434,L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,1,20.403150170229935,71.31949473847126
256,L47435,L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,1,25.578829635668743,96.97404438574378
257,L47436,L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,1,34.334555745933116,71.42819189028486
258,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,1,24.461652671906094,67.91838161661991
259,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,1,30.219097140731144,72.02683240616891
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,2,31.873170267146683,75.97263832587782
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,2,23.365347642109583,81.59956720657344
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,1,27.702373219691,90.03464004583655
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,2,11.793663299654636,72.60511028821571
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,2,22.878061793328552,90.87404675450702
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,1,26.7371592430342,76.68603306760403
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,1,21.761084090175753,66.92402551839888
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,0,36.16205651965818,82.89754140597071
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,1,20.849293110196836,85.88611273717457
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,0,25.799777566515083,77.90244878147438
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,1,28.653702886430455,52.83074865673617
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,0,35.20636644533058,58.49414375804125
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,2,20.8206892441028,64.26488604451141
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,1,33.815818760774796,64.13128029757465
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,1,28.051165305097935,83.67104001234352
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,1,23.092456744760245,50.91743308368163
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,1,30.310517371316354,87.784088852476
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,2,28.99529847786735,63.26712374034666
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,0,24.998915614206027,65.50109231080512
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,2,28.349010424950094,76.39549139719621
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,1,26.0734320156912,60.79628004694788
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,2,28.56758672625624,94.22356567877637
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,1,31.310653372605234,54.26843896632826
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,2,35.93008408072676,72.21911811505325
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,1,21.810922505865754,92.47111347274449
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,1,38.665166873281336,80.79219472106179
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,1,18.23956100238749,64.61647579213167
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,1,27.241074524822082,71.03801038882304
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,1,30.941586032422883,85.33471901712574
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,0,29.404959338675162,98.66303716819496
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,1,24.88650240089703,94.65693591897167
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,1,26.959388748213623,67.12164041911885
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,1,25.534995326705836,99.90989396439288
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,1,25.053176215278942,50.175233176552915
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,0,32.24801048510513,51.381487790420756
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,2,29.785077429825236,91.1920257585597
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,2,24.535452023696728,59.9731343416526
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,1,32.49799937716625,53.03846341981205
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,1,29.536497604383047,61.85740366182511
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,0,32.0643105941948,71.30500769904302
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,2,31.14814420961806,86.52831352167024
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,1,23.855024945389637,81.21677632756027
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,1,25.199094799015153,61.88106087802102
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,0,31.736468025616308,75.16352240502923
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,2,31.051851327167324,96.31070526992843
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,1,27.89549203017926,90.75038884918789
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,1,28.58663691654391,66.15948924158967
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,1,34.388324478942124,99.11322806778482
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,2,25.04214305582085,85.43102002175655
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,1,30.735486905850188,53.12246778333909
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,2,26.98903673783053,51.75803566443194
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,0,26.9115939838639,58.4203974505015
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,2,33.49388425993595,86.39279340250734
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,1,32.12708174494015,59.18694629212139
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,1,32.06754818000319,75.57433846044168
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,2,34.52739403577164,54.66300600904159
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,1,28.105019208163796,96.04430789150976
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,1,31.40976485647482,67.19803067917837
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,1,26.44866621703272,95.40660282803154
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,1,29.62083176244221,97.24378209552722
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,1,27.349284728161578,50.30643236568404
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,0,28.48497982496359,73.2067593599366
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,1,30.97578512718457,51.232802785344646
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,1,23.908896583832636,95.43463831514529
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,1,38.4619363784273,75.9203772367288
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,2,22.96991309250149,53.74720063492484
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,1,21.92905693606134,55.51383641382834
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,1,33.79055436750034,69.17545122463696
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,1,31.95831346981468,97.01170964364448
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,0,31.120599085260775,84.64545757840403
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,0,31.1417275463214,93.38094330945663
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,2,27.938766135765427,68.32283231699898
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,2,23.51372814257084,52.16068497749992
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,2,28.37902279096863,98.7158818602207
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,1,24.61419144243944,50.85864953311848
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,2,32.87559866708875,97.38258265405446
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,1,27.264713092489306,68.43387119245723
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,2,23.872514016037442,50.50452025109408
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,1,26.393070791735035,84.45786158622542
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,1,30.06465727137812,99.0270152015677
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,2,25.181377235980126,98.28128614187963
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,1,23.888898022167844,58.04685056012092
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,2,29.218436057459563,59.06239030330775
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,1,29.224832855543614,78.276945730983
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,1,25.46528412314435,81.86524132141622
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,2,25.644808471908387,86.97089568329328
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,1,29.16024968678818,59.05251802360738
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,2,20.75957829251338,97.95035433822173
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,1,20.962681128117225,81.93696281446189
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,1,24.40777889373782,92.35234594352775
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,1,26.932764241440765,77.00328576420858
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,0,29.554537827990025,70.71384237949412
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,2,35.37678108474776,98.8591453297498
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,2,32.2882981160101,79.1060685409918
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,0,27.200307350182864,93.34367913995894
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,1,27.904918960486555,97.66461981831449
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,1,22.987353176810956,83.76773135043297
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,2,27.90743432003805,77.44693392593375
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,1,26.55670680539931,50.17554254553253
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,2,29.613592801690448,52.0009820369503
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,2,23.863845282238387,60.04256080255582
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,2,30.596732571205862,59.300421592799765
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,1,35.66369456501289,62.737939759992265
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,0,27.456199257715713,65.24673188488305
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,1,30.008558610494706,68.00327467753641
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,1,31.450719958555563,71.02688450344382
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,1,25.993897640570818,54.94331692280073
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,2,29.120462409052084,52.1180965976391
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,2,28.062962003908975,83.69722245365116
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,1,28.48838049274416,76.86674124215389
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,0,24.13495108072267,72.20721011100598
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,2,28.122550871294713,81.72199705841761
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,1,30.489991456227248,91.38397036017702
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,2,35.25571803897521,71.38464545581023
374,L47553,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,1,32.79635413042603,82.05597325259896
375,L47554,L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,1,38.76591228755778,97.67861119175794
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,1,24.163262185559752,91.98122479307804
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,2,32.36160318360339,71.30004052512047
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,2,28.91671002869176,82.23584189073715
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,1,38.94901466608836,58.853546095796986
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,1,23.958508573224243,78.0261092447545
381,L47560,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,1,23.801390789096118,99.06641455692214
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,1,25.00303677277989,75.91575576012612
383,L47562,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,1,17.380521378450965,96.38191495950736
384,M15243,M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,2,25.371224891596196,70.36674602516304
385,L47564,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,1,24.20433669223151,99.94224135923156
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,2,28.75196893238104,78.96100176137789
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,1,29.708779878885796,52.113449711796726
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,1,37.38085419607943,79.3377398345694
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,1,32.75211919093025,63.72863478397983
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,2,25.115481721687985,51.62406610179474
391,L47570,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,1,23.50792664325821,91.04266523473316
392,L47571,L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,1,30.459595857532527,63.7864818490378
393,M15252,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,2,21.398833964896788,89.82742770232493
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,2,37.157293829271765,64.41087914779335
395,L47574,L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,1,33.897200603606436,59.716317693688715
396,L47575,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,1,25.654121739476476,98.69677870522136
397,L47576,L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,1,19.434327354545612,68.08226638775098
398,M15257,M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,2,34.76936187082706,80.06881057215801
399,H29812,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,0,27.42730077373691,80.49907464072358
400,L47579,L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,1,34.18908155986731,78.0236741086751
401,L47580,L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,1,20.027861706028165,95.73478717606073
402,L47581,L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,1,25.003124885231134,83.72205356834343
403,L47582,L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,1,28.026218498590914,70.18665020524651
404,L47583,L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,1,28.23490296882371,93.11901922621371
405,L47584,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,1,25.74967264260378,59.05314495579822
406,L47585,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,1,31.114249661737492,77.21183788052087
407,L47586,L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,1,22.661897853087027,97.52751859718782
408,M15267,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,2,27.288102574893532,81.26988149402064
409,M15268,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,2,28.601478158559495,90.8484225237438
410,L47589,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,1,30.572194170293745,82.67803627725965
411,M15270,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,2,31.55807439044445,91.96854317689451
412,L47591,L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,1,22.376789540810655,97.22439399226218
413,L47592,L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,1,20.32942914632189,63.64608637663684
414,L47593,L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,1,34.38838410949255,58.48305406283595
415,L47594,L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,1,29.661570059897958,74.199537516627
416,L47595,L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,1,24.25756731721723,85.09312134121079
417,L47596,L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,1,35.75575987761262,61.35956265911081
418,L47597,L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,1,28.578373171464293,50.205072521508356
419,L47598,L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,1,33.89648592031913,67.14675579183526
420,M15279,M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,2,28.337592407050543,98.44296677338943
421,M15280,M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,2,38.303739624409936,84.74837303029233
422,M15281,M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,2,36.77670421221602,70.0662721970612
423,L47602,L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,1,26.75517925760463,59.62880486734202
424,L47603,L,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,1,32.85785475477178,67.80448368773735
425,L47604,L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,1,31.226879747925736,58.491971665062394
426,M15285,M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,2,34.843157787661745,55.31529106564757
427,L47606,L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,1,23.17538269709948,95.33711862862769
428,M15287,M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,2,31.430257299992196,99.88251691877367
429,M15288,M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,2,33.292122434247936,58.205721979789516
430,L47609,L,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,1,19.20630256788443,52.72612794391399
431,L47610,L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,1,22.083707436671126,66.48655535731062
432,L47611,L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,1,17.803839111199498,73.08295903807077
433,M15292,M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,2,26.652965827777212,60.24106235379273
434,M15293,M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,2,31.58771127897981,65.07124558992793
435,M15294,M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,2,35.51178526048014,60.043536784582884
436,L47615,L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,1,28.370473902098876,88.71302842162257
437,L47616,L,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,1,36.14307772785646,85.62889716236305
438,L47617,L,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,1,21.099492708925542,81.74757578804909
439,L47618,L,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,1,19.483087803224226,69.36089285396024
440,M15299,M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,2,27.722261505516904,95.4520470657118
441,L47620,L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,1,29.920327244696537,98.476627076751
442,H29855,H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,0,27.836526259529535,58.6819656312706
443,L47622,L,297.4,308.5,1399,61.5,61,1,0,0,1,0,0,1,17.662789499800617,61.1506320705939
444,H29857,H,297.4,308.5,1469,45.1,63,0,0,0,0,0,0,0,27.55439980243606,76.28155140001849
445,L47624,L,297.4,308.4,1582,37.2,68,0,0,0,0,0,0,1,21.477652497475734,54.56252846411226
446,L47625,L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0,1,31.348362744150194,71.82241994115564
447,L47626,L,297.5,308.6,1452,39.0,72,0,0,0,0,0,0,1,29.83299123048424,79.0895632388855
448,M15307,M,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,2,23.300601068363225,76.10367855686665
449,L47628,L,297.5,308.6,1552,44.9,77,0,0,0,0,0,0,1,25.430665413316532,66.5454291539013
450,L47629,L,297.6,308.7,1622,37.9,79,0,0,0,0,0,0,1,22.70393239055524,77.12229030386034
451,M15310,M,297.6,308.7,1419,41.7,81,0,0,0,0,0,0,2,27.68660451363414,97.94004771294239
452,H29865,H,297.5,308.6,1440,46.1,84,0,0,0,0,0,0,0,32.77571160250619,60.3008702145688
453,M15312,M,297.4,308.6,1643,31.0,89,0,0,0,0,0,0,2,23.07136976832228,82.74156791970017
454,L47633,L,297.4,308.7,1510,36.2,92,0,0,0,0,0,0,1,30.520232577589223,52.16983470780259
455,L47634,L,297.4,308.7,1468,46.6,94,0,0,0,0,0,0,1,25.348711908137794,53.320820224071745
456,L47635,L,297.4,308.7,1429,57.4,96,0,0,0,0,0,0,1,24.03563583868828,77.59141121117925
457,H29870,H,297.3,308.7,1478,47.6,98,0,0,0,0,0,0,0,27.464848200227213,55.246959016397476
458,L47637,L,297.4,308.6,1276,53.6,103,0,0,0,0,0,0,1,22.82378838790313,51.11733942134287
459,L47638,L,297.3,308.6,1486,42.6,105,0,0,0,0,0,0,1,25.23175347326409,58.57564988240111
460,L47639,L,297.4,308.6,1476,42.3,107,0,0,0,0,0,0,1,22.010610537055758,78.24245854997872
461,H29874,H,297.3,308.6,1431,42.0,109,0,0,0,0,0,0,0,37.82362566458195,85.16704772594662
462,L47641,L,297.4,308.7,1402,40.2,114,0,0,0,0,0,0,1,28.176317759858645,60.123928207069
463,L47642,L,297.4,308.7,1433,43.4,116,0,0,0,0,0,0,1,24.50137246003707,83.41297186040873
464,L47643,L,297.4,308.7,2874,4.2,118,1,0,0,1,0,0,1,29.06989955367111,59.123816554961465
465,L47644,L,297.3,308.6,1511,35.7,120,0,0,0,0,0,0,1,27.43835975154585,80.67287133156286
466,M15325,M,297.3,308.6,1456,42.9,122,0,0,0,0,0,0,2,26.895152002333884,70.59798399478994
467,L47646,L,297.2,308.5,1550,41.5,125,0,0,0,0,0,0,1,31.070833500217127,82.68997546668083
468,L47647,L,297.2,308.5,2182,16.5,127,0,0,0,0,0,0,1,31.787538550236526,99.75263762396236
469,L47648,L,297.3,308.7,1619,31.6,129,0,0,0,0,0,0,1,25.34749426194736,96.8908482616281
470,M15329,M,297.3,308.8,1586,32.7,131,0,0,0,0,0,0,2,25.1209087967766,50.21408789180518
471,H29884,H,297.3,308.8,1499,44.2,134,0,0,0,0,0,0,0,26.62474151424178,94.27193821811528
472,H29885,H,297.3,308.8,1419,42.4,139,0,0,0,0,0,0,0,16.490394176322077,53.324539758738325
473,M15332,M,297.4,309.0,1497,41.8,144,0,0,0,0,0,0,2,20.42404468900724,97.65232930799225
474,M15333,M,297.4,309.0,1520,37.0,147,0,0,0,0,0,0,2,34.83437133722262,64.09128395498423
475,L47654,L,297.4,309.1,1478,49.8,150,0,0,0,0,0,0,1,36.22483856750642,69.10174152056355
476,L47655,L,297.4,309.1,1380,41.1,152,0,0,0,0,0,0,1,26.75481980221811,54.581910258786394
477,L47656,L,297.4,309.0,1570,37.9,154,0,0,0,0,0,0,1,30.882784815278832,55.613637916445484
478,H29891,H,297.4,309.0,1468,41.4,156,0,0,0,0,0,0,0,29.556250772717682,86.33702826146597
479,L47658,L,297.4,309.0,1833,22.6,161,0,0,0,0,0,0,1,43.39440404227619,97.21661178741458
480,M15339,M,297.4,308.9,1323,57.3,163,0,0,0,0,0,0,2,33.59787455717289,80.53742474771548
481,L47660,L,297.4,309.0,1583,32.0,166,0,0,0,0,0,0,1,27.360412042596167,85.79250077634055
482,M15341,M,297.3,309.0,1556,39.5,168,0,0,0,0,0,0,2,23.22229779699787,88.09848722985768
483,L47662,L,297.3,309.0,1548,37.4,171,0,0,0,0,0,0,1,19.96776839871214,63.14071372764708
484,L47663,L,297.4,309.0,1324,56.9,173,0,0,0,0,0,0,1,29.017318179336115,52.26148154601075
485,L47664,L,297.4,309.0,1568,33.7,175,0,0,0,0,0,0,1,24.218246273578483,50.09363719595843
486,M15345,M,297.4,309.0,1685,30.7,177,0,0,0,0,0,0,2,20.88873145201163,67.53246414770094
487,M15346,M,297.4,309.1,1582,35.9,180,0,0,0,0,0,0,2,24.767135578787368,62.073211409960805
488,M15347,M,297.4,309.1,1463,35.0,183,0,0,0,0,0,0,2,22.592259981928024,53.11588625245928
489,L47668,L,297.4,309.2,1584,42.8,186,0,0,0,0,0,0,1,36.43570817536282,58.976414624683336
490,M15349,M,297.5,309.2,1347,55.8,188,0,0,0,0,0,0,2,32.408198784747256,56.224944913397394
491,L47670,L,297.4,309.2,1459,37.9,191,0,0,0,0,0,0,1,27.960136793416915,95.74391903086851
492,L47671,L,297.4,309.2,1420,45.6,193,0,0,0,0,0,0,1,35.39972069445013,57.01336067295845
493,L47672,L,297.5,309.3,1404,43.5,195,0,0,0,0,0,0,1,28.38684153823809,76.88242319938396
494,L47673,L,297.5,309.3,1470,38.8,197,0,0,0,0,0,0,1,23.69357899335868,79.65529775560823
495,L47674,L,297.6,309.4,1326,49.8,199,0,0,0,0,0,0,1,35.61562038634828,77.1744728854317
496,H29909,H,297.5,309.3,1459,49.7,201,0,0,0,0,0,0,0,30.694550218423295,54.9528217107994
497,M15356,M,297.5,309.2,1530,40.0,206,0,0,0,0,0,0,2,22.81376922836772,65.93991808752756
498,L47677,L,297.4,309.0,1505,39.2,209,0,0,0,0,0,0,1,27.04830660958196,52.56351662315766
499,L47678,L,297.5,309.1,1611,30.2,211,0,0,0,0,0,0,1,23.621908733076214,69.7834957048158
500,L47679,L,297.5,309.1,1515,35.1,213,0,0,0,0,0,0,1,21.086001345178317,59.4299465635796
501,M15360,M,297.5,309.2,1804,27.4,215,0,0,0,0,0,0,2,32.630887737658206,78.08162666421899
502,M15361,M,297.6,309.3,1464,46.2,218,0,0,0,0,0,0,2,37.54708320235065,84.64041969245503
